date,side,entry_time,entry_price,exit_time,exit_price,shares,pnl,stopped_out,eod_flatten
2023-07-10,SHORT,2023-07-10 11:16:00-04:00,359.27,2023-07-10 11:30:00-04:00,359.52,259,-64.75,True,False
2023-07-10,LONG,2023-07-10 11:30:00-04:00,359.52,2023-07-10 11:43:00-04:00,359.3,258,-56.759999999992374,True,False
2023-07-10,SHORT,2023-07-10 11:43:00-04:00,359.3,2023-07-10 12:57:00-04:00,359.24,258,15.480000000000587,True,False
2023-07-10,LONG,2023-07-10 12:57:00-04:00,359.24,2023-07-10 13:18:00-04:00,359.05,258,-49.01999999999941,True,False
2023-07-10,SHORT,2023-07-10 13:18:00-04:00,359.05,2023-07-10 13:21:00-04:00,359.14,258,-23.219999999993547,True,False
2023-07-10,LONG,2023-07-10 13:21:00-04:00,359.14,2023-07-10 14:01:00-04:00,358.96,258,-46.44000000000176,True,False
2023-07-10,SHORT,2023-07-10 14:01:00-04:00,358.96,2023-07-10 14:02:00-04:00,359.12,258,-41.28000000000645,True,False
2023-07-10,LONG,2023-07-10 14:02:00-04:00,359.12,2023-07-10 14:03:00-04:00,359.03,258,-23.220000000008213,True,False
2023-07-10,SHORT,2023-07-10 14:03:00-04:00,359.03,2023-07-10 14:07:00-04:00,359.11,258,-20.64000000001056,True,False
2023-07-10,LONG,2023-07-10 14:07:00-04:00,359.11,2023-07-10 14:08:00-04:00,359.04,258,-18.05999999999824,True,False
2023-07-10,SHORT,2023-07-10 14:08:00-04:00,359.04,2023-07-10 14:12:00-04:00,359.26,258,-56.759999999992374,True,False
2023-07-10,LONG,2023-07-10 14:12:00-04:00,359.26,2023-07-10 15:59:00-04:00,360.1,258,216.7200000000082,False,True
2023-07-11,SHORT,2023-07-11 09:31:00-04:00,360.31,2023-07-11 09:34:00-04:00,360.71,258,-103.19999999999413,True,False
2023-07-11,LONG,2023-07-11 09:34:00-04:00,360.71,2023-07-11 09:40:00-04:00,360.44,257,-69.38999999999533,True,False
2023-07-11,SHORT,2023-07-11 09:40:00-04:00,360.44,2023-07-11 10:26:00-04:00,359.67,257,197.88999999999533,True,False
2023-07-11,LONG,2023-07-11 10:26:00-04:00,359.67,2023-07-11 11:17:00-04:00,359.82,258,38.699999999994134,True,False
2023-07-11,SHORT,2023-07-11 11:17:00-04:00,359.82,2023-07-11 11:18:00-04:00,360.05,258,-59.34000000000469,True,False
2023-07-11,LONG,2023-07-11 11:18:00-04:00,360.05,2023-07-11 11:27:00-04:00,359.86,258,-49.01999999999941,True,False
2023-07-11,SHORT,2023-07-11 11:27:00-04:00,359.86,2023-07-11 11:28:00-04:00,360.02,258,-41.27999999999179,True,False
2023-07-11,LONG,2023-07-11 11:28:00-04:00,360.02,2023-07-11 11:34:00-04:00,359.84,257,-46.26000000000175,True,False
2023-07-11,SHORT,2023-07-11 11:34:00-04:00,359.84,2023-07-11 11:35:00-04:00,359.94,257,-25.700000000005844,True,False
2023-07-11,LONG,2023-07-11 11:35:00-04:00,359.94,2023-07-11 11:41:00-04:00,359.63,257,-79.67000000000058,True,False
2023-07-11,SHORT,2023-07-11 11:41:00-04:00,359.63,2023-07-11 11:43:00-04:00,359.93,257,-77.10000000000292,True,False
2023-07-11,LONG,2023-07-11 11:43:00-04:00,359.93,2023-07-11 11:44:00-04:00,359.8,257,-33.40999999999883,True,False
2023-07-11,SHORT,2023-07-11 11:44:00-04:00,359.8,2023-07-11 11:47:00-04:00,359.98,257,-46.26000000000175,True,False
2023-07-11,LONG,2023-07-11 11:47:00-04:00,359.98,2023-07-11 13:47:00-04:00,359.96,257,-5.140000000009934,True,False
2023-07-11,SHORT,2023-07-11 13:47:00-04:00,359.96,2023-07-11 13:49:00-04:00,360.33,257,-95.09000000000117,True,False
2023-07-11,LONG,2023-07-11 13:49:00-04:00,360.33,2023-07-11 14:15:00-04:00,360.02,256,-79.36000000000058,True,False
2023-07-11,SHORT,2023-07-11 14:15:00-04:00,360.02,2023-07-11 14:41:00-04:00,360.12,256,-25.60000000000582,True,False
2023-07-11,LONG,2023-07-11 14:41:00-04:00,360.12,2023-07-11 14:42:00-04:00,360.1,256,-5.119999999995343,True,False
2023-07-11,SHORT,2023-07-11 14:42:00-04:00,360.1,2023-07-11 14:45:00-04:00,360.19,256,-23.039999999993597,True,False
2023-07-11,LONG,2023-07-11 14:45:00-04:00,360.19,2023-07-11 15:59:00-04:00,361.86,256,427.5200000000041,False,True
2023-07-12,SHORT,2023-07-12 09:31:00-04:00,365.81,2023-07-12 09:32:00-04:00,366.11,253,-75.90000000000288,True,False
2023-07-12,LONG,2023-07-12 09:32:00-04:00,366.11,2023-07-12 09:36:00-04:00,365.68,253,-108.79000000000173,True,False
2023-07-12,SHORT,2023-07-12 09:36:00-04:00,365.68,2023-07-12 09:43:00-04:00,365.86,253,-45.540000000001726,True,False
2023-07-12,LONG,2023-07-12 09:43:00-04:00,365.86,2023-07-12 10:56:00-04:00,366.8,252,236.87999999999943,True,False
2023-07-12,SHORT,2023-07-12 10:56:00-04:00,366.8,2023-07-12 11:16:00-04:00,366.92,252,-30.240000000001146,True,False
2023-07-12,LONG,2023-07-12 11:16:00-04:00,366.92,2023-07-12 11:21:00-04:00,366.8,252,-30.240000000001146,True,False
2023-07-12,SHORT,2023-07-12 11:21:00-04:00,366.8,2023-07-12 13:21:00-04:00,366.08,252,181.44000000000688,True,False
